a	/a/
desaviados	/desaβjaðos/
desaviáis	/desaˈβjais/
desaviamos	/desaβjamos/
desavían	/desaˈβian/
desaviando	/desaβjando/
desaviar	/desaβjaɾ/
desaviará	/desaβjaˈɾa/
desaviara	/desaβjaɾa/
desaviarais	/desaβjaɾais/
desaviáramos	/desaˈβjaɾamos/
desaviarán	/desaβjaˈɾan/
desaviaran	/desaβjaɾan/
desaviarás	/desaβjaˈɾas/
desaviaras	/desaβjaɾas/
desaviaré	/desaβjaˈɾe/
desaviare	/desaβjaɾe/
desaviaréis	/desaβjaˈɾeis/
desaviareis	/desaβjaɾeis/
desaviáremos	/desaˈβjaɾemos/
desaviaremos	/desaβjaɾemos/
desaviaren	/desaβjaɾen/
desaviares	/desaβjaɾes/
desaviaría	/desaβjaˈɾia/
desaviaríais	/desaβjaˈɾiais/
desaviaríamos	/desaβjaˈɾiamos/
desaviarían	/desaβjaˈɾian/
desaviarías	/desaβjaˈɾias/
desaviaron	/desaβjaɾon/
desavías	/desaˈβias/
desaviase	/desaβjase/
desaviaseis	/desaβjaseis/
desaviásemos	/desaˈβjasemos/
desaviasen	/desaβjasen/
desaviases	/desaβjases/
desaviaste	/desaβjaste/
desaviasteis	/desaβjasteis/
desavíe	/desaˈβie/
desavié	/desaˈβje/
desaviéis	/desaˈβjeis/
desaviemos	/desaβjemos/
desavíen	/desaˈβien/
desaviene	/desaβjene/
desavienen	/desaβjenen/
desavienes	/desaβjenes/
desavíes	/desaˈβies/
desavine	/desaβine/
desaviniendo	/desaβinjendo/
desaviniera	/desaβinjeɾa/
desavinierais	/desaβinjeɾais/
desaviniéramos	/desaβinˈjeɾamos/
desavinieran	/desaβinjeɾan/
desavinieras	/desaβinjeɾas/
desaviniere	/desaβinjeɾe/
desaviniereis	/desaβinjeɾeis/
desaviniéremos	/desaβinˈjeɾemos/
desavinieren	/desaβinjeɾen/
desavinieres	/desaβinjeɾes/
desavinieron	/desaβinjeɾon/
desaviniese	/desaβinjese/
desavinieseis	/desaβinjeseis/
desaviniésemos	/desaβinˈjesemos/
desaviniesen	/desaβinjesen/
desavinieses	/desaβinjeses/
desavinimos	/desaβinimos/
desaviniste	/desaβiniste/
desavinisteis	/desaβinisteis/
desavino	/desaβino/
desavío	/desaˈβio/
desavió	/desaˈβjo/
desavíos	/desaˈβios/
desavisa	/desaβisa/
desavisaba	/desaβisaβa/
desavisabais	/desaβisaβais/
desavisábamos	/desaβiˈsaβamos/
desavisaban	/desaβisaβan/
desavisabas	/desaβisaβas/
desavisad	/desaβisað/
desavisada	/desaβisaða/
desavisadas	/desaβisaðas/
desavisado	/desaβisaðo/
desavisados	/desaβisaðos/
desavisáis	/desaβiˈsais/
desavisamos	/desaβisamos/
desavisan	/desaβisan/
desavisando	/desaβisando/
desavisar	/desaβisaɾ/
desavisará	/desaβisaˈɾa/
desavisara	/desaβisaɾa/
desavisarais	/desaβisaɾais/
desavisáramos	/desaβiˈsaɾamos/
desavisarán	/desaβisaˈɾan/
desavisaran	/desaβisaɾan/
desavisarás	/desaβisaˈɾas/
desavisaras	/desaβisaɾas/
desavisaré	/desaβisaˈɾe/
desavisare	/desaβisaɾe/
desavisaréis	/desaβisaˈɾeis/
desavisareis	/desaβisaɾeis/
desavisáremos	/desaβiˈsaɾemos/
desavisaremos	/desaβisaɾemos/
desavisaren	/desaβisaɾen/
desavisares	/desaβisaɾes/
desavisaría	/desaβisaˈɾia/
desavisaríais	/desaβisaˈɾiais/
desavisaríamos	/desaβisaˈɾiamos/
desavisarían	/desaβisaˈɾian/
desavisarías	/desaβisaˈɾias/
desavisaron	/desaβisaɾon/
desavisas	/desaβisas/
desavisase	/desaβisase/
desavisaseis	/desaβisaseis/
desavisásemos	/desaβiˈsasemos/
desavisasen	/desaβisasen/
desavisases	/desaβisases/
desavisaste	/desaβisaste/
desavisasteis	/desaβisasteis/
desavisé	/desaβiˈse/
desavise	/desaβise/
desaviséis	/desaβiˈseis/
desavisemos	/desaβisemos/
desavisen	/desaβisen/
desavises	/desaβises/
desavisó	/desaβiˈso/
desaviso	/desaβiso/
desayuda	/desaʝuða/
desayudaba	/desaʝuðaβa/
desayudabais	/desaʝuðaβais/
desayudábamos	/desaʝuˈðaβamos/
desayudaban	/desaʝuðaβan/
desayudabas	/desaʝuðaβas/
desayudad	/desaʝuðað/
desayudada	/desaʝuðaða/
desayudadas	/desaʝuðaðas/
desayudado	/desaʝuðaðo/
desayudados	/desaʝuðaðos/
desayudáis	/desaʝuˈðais/
desayudamos	/desaʝuðamos/
desayudan	/desaʝuðan/
desayudando	/desaʝuðando/
desayudar	/desaʝuðaɾ/
desayudará	/desaʝuðaˈɾa/
desayudara	/desaʝuðaɾa/
desayudarais	/desaʝuðaɾais/
desayudáramos	/desaʝuˈðaɾamos/
desayudarán	/desaʝuðaˈɾan/
desayudaran	/desaʝuðaɾan/
desayudarás	/desaʝuðaˈɾas/
desayudaras	/desaʝuðaɾas/
desayudaré	/desaʝuðaˈɾe/
desayudare	/desaʝuðaɾe/
desayudaréis	/desaʝuðaˈɾeis/
desayudareis	/desaʝuðaɾeis/
desayudáremos	/desaʝuˈðaɾemos/
desayudaremos	/desaʝuðaɾemos/
desayudaren	/desaʝuðaɾen/
desayudares	/desaʝuðaɾes/
desayudaría	/desaʝuðaˈɾia/
desayudaríais	/desaʝuðaˈɾiais/
desayudaríamos	/desaʝuðaˈɾiamos/
desayudarían	/desaʝuðaˈɾian/
desayudarías	/desaʝuðaˈɾias/
desayudaron	/desaʝuðaɾon/
desayudas	/desaʝuðas/
desayudase	/desaʝuðase/
desayudaseis	/desaʝuðaseis/
desayudásemos	/desaʝuˈðasemos/
desayudasen	/desaʝuðasen/
desayudases	/desaʝuðases/
desayudaste	/desaʝuðaste/
desayudasteis	/desaʝuðasteis/
desayudé	/desaʝuˈðe/
desayude	/desaʝuðe/
desayudéis	/desaʝuˈðeis/
desayudemos	/desaʝuðemos/
desayuden	/desaʝuðen/
desayudes	/desaʝuðes/
desayudó	/desaʝuˈðo/
desayudo	/desaʝuðo/
desayuna	/desaʝuna/
desayunaba	/desaʝunaβa/
desayunabais	/desaʝunaβais/
desayunábamos	/desaʝuˈnaβamos/
desayunaban	/desaʝunaβan/
desayunabas	/desaʝunaβas/
desayunad	/desaʝunað/
desayunada	/desaʝunaða/
desayunadas	/desaʝunaðas/
desayunado	/desaʝunaðo/
desayunados	/desaʝunaðos/
desayunáis	/desaʝuˈnais/
desayunamos	/desaʝunamos/
desayunan	/desaʝunan/
desayunando	/desaʝunando/
desayunándome	/desaʝuˈnandome/
desayunándonos	/desaʝuˈnandonos/
desayunándoos	/desaʝuˈnandoos/
desayunándose	/desaʝuˈnandose/
desayunándote	/desaʝuˈnandote/
desayunar	/desaʝunaɾ/
desayunará	/desaʝunaˈɾa/
desayunara	/desaʝunaɾa/
desayunarais	/desaʝunaɾais/
desayunáramos	/desaʝuˈnaɾamos/
desayunarán	/desaʝunaˈɾan/
desayunaran	/desaʝunaɾan/
desayunarás	/desaʝunaˈɾas/
desayunaras	/desaʝunaɾas/
desayunaré	/desaʝunaˈɾe/
desayunare	/desaʝunaɾe/
desayunaréis	/desaʝunaˈɾeis/
desayunareis	/desaʝunaɾeis/
desayunáremos	/desaʝuˈnaɾemos/
desayunaremos	/desaʝunaɾemos/
desayunaren	/desaʝunaɾen/
desayunares	/desaʝunaɾes/
desayunaría	/desaʝunaˈɾia/
desayunaríais	/desaʝunaˈɾiais/
desayunaríamos	/desaʝunaˈɾiamos/
desayunarían	/desaʝunaˈɾian/
desayunarías	/desaʝunaˈɾias/
desayunarme	/desaʝunaɾme/
desayunarnos	/desaʝunaɾnos/
desayunaron	/desaʝunaɾon/
desayunaros	/desaʝunaɾos/
desayunarse	/desaʝunaɾse/
desayunarte	/desaʝunaɾte/
desayunas	/desaʝunas/
desayunase	/desaʝunase/
desayunaseis	/desaʝunaseis/
desayunásemos	/desaʝuˈnasemos/
desayunasen	/desaʝunasen/
desayunases	/desaʝunases/
desayunaste	/desaʝunaste/
desayunasteis	/desaʝunasteis/
desayuné	/desaʝuˈne/
desayune	/desaʝune/
desayunéis	/desaʝuˈneis/
desayunemos	/desaʝunemos/
desayunen	/desaʝunen/
desayunes	/desaʝunes/
desayunó	/desaʝuˈno/
desayuno	/desaʝuno/
desayunos	/desaʝunos/
desazoga	/desasoɣa/
desazogaba	/desasoɣaβa/
desazogabais	/desasoɣaβais/
desazogábamos	/desasoˈɣaβamos/
desazogaban	/desasoɣaβan/
desazogabas	/desasoɣaβas/
desazogad	/desasoɣað/
desazogada	/desasoɣaða/
desazogadas	/desasoɣaðas/
desazogado	/desasoɣaðo/
desazogados	/desasoɣaðos/
desazogáis	/desasoˈɣais/
desazogamos	/desasoɣamos/
desazogan	/desasoɣan/
desazogando	/desasoɣando/
desazogar	/desasoɣaɾ/
desazogará	/desasoɣaˈɾa/
desazogara	/desasoɣaɾa/
desazogarais	/desasoɣaɾais/
desazogáramos	/desasoˈɣaɾamos/
desazogarán	/desasoɣaˈɾan/
desazogaran	/desasoɣaɾan/
desazogarás	/desasoɣaˈɾas/
desazogaras	/desasoɣaɾas/
desazogaré	/desasoɣaˈɾe/
desazogare	/desasoɣaɾe/
desazogaréis	/desasoɣaˈɾeis/
desazogareis	/desasoɣaɾeis/
desazogáremos	/desasoˈɣaɾemos/
desazogaremos	/desasoɣaɾemos/
desazogaren	/desasoɣaɾen/
desazogares	/desasoɣaɾes/
desazogaría	/desasoɣaˈɾia/
desazogaríais	/desasoɣaˈɾiais/
desazogaríamos	/desasoɣaˈɾiamos/
desazogarían	/desasoɣaˈɾian/
desazogarías	/desasoɣaˈɾias/
desazogaron	/desasoɣaɾon/
desazogas	/desasoɣas/
desazogase	/desasoɣase/
desazogaseis	/desasoɣaseis/
desazogásemos	/desasoˈɣasemos/
desazogasen	/desasoɣasen/
desazogases	/desasoɣases/
desazogaste	/desasoɣaste/
desazogasteis	/desasoɣasteis/
desazogó	/desasoˈɣo/
desazogo	/desasoɣo/
desazogué	/desasoˈɣe/
desazogue	/desasoɣe/
desazoguéis	/desasoˈɣeis/
desazoguemos	/desasoɣemos/
desazoguen	/desasoɣen/
desazogues	/desasoɣes/
desazón	/desaˈson/
desazona	/desasona/
desazonaba	/desasonaβa/
desazonabais	/desasonaβais/
desazonábamos	/desasoˈnaβamos/
desazonaban	/desasonaβan/
desazonabas	/desasonaβas/
desazonad	/desasonað/
desazonada	/desasonaða/
desazonadas	/desasonaðas/
desazonado	/desasonaðo/
desazonados	/desasonaðos/
desazonáis	/desasoˈnais/
desazonamos	/desasonamos/
desazonan	/desasonan/
desazonando	/desasonando/
desazonar	/desasonaɾ/
desazonará	/desasonaˈɾa/
desazonara	/desasonaɾa/
desazonarais	/desasonaɾais/
desazonáramos	/desasoˈnaɾamos/
desazonarán	/desasonaˈɾan/
desazonaran	/desasonaɾan/
desazonarás	/desasonaˈɾas/
desazonaras	/desasonaɾas/
desazonaré	/desasonaˈɾe/
desazonare	/desasonaɾe/
desazonaréis	/desasonaˈɾeis/
desazonareis	/desasonaɾeis/
desazonáremos	/desasoˈnaɾemos/
desazonaremos	/desasonaɾemos/
desazonaren	/desasonaɾen/
desazonares	/desasonaɾes/
desazonaría	/desasonaˈɾia/
desazonaríais	/desasonaˈɾiais/
desazonaríamos	/desasonaˈɾiamos/
desazonarían	/desasonaˈɾian/
desazonarías	/desasonaˈɾias/
desazonaron	/desasonaɾon/
desazonas	/desasonas/
desazonase	/desasonase/
desazonaseis	/desasonaseis/
desazonásemos	/desasoˈnasemos/
desazonasen	/desasonasen/
desazonases	/desasonases/
desazonaste	/desasonaste/
desazonasteis	/desasonasteis/
desazoné	/desasoˈne/
desazone	/desasone/
desazonéis	/desasoˈneis/
desazonemos	/desasonemos/
desazonen	/desasonen/
desazones	/desasones/
desazonó	/desasoˈno/
desazono	/desasono/
desbaba	/dezβaβa/
desbababa	/dezβaβaβa/
desbababais	/dezβaβaβais/
desbabábamos	/dezβaˈβaβamos/
desbababan	/dezβaβaβan/
desbababas	/dezβaβaβas/
desbabad	/dezβaβað/
desbabada	/dezβaβaða/
desbabadas	/dezβaβaðas/
desbabado	/dezβaβaðo/
desbabados	/dezβaβaðos/
desbabáis	/dezβaˈβais/
desbabamos	/dezβaβamos/
desbaban	/dezβaβan/
desbabando	/dezβaβando/
desbabándome	/dezβaˈβandome/
desbabándonos	/dezβaˈβandonos/
desbabándoos	/dezβaˈβandoos/
desbabándose	/dezβaˈβandose/
desbabándote	/dezβaˈβandote/
desbabar	/dezβaβaɾ/
desbabará	/dezβaβaˈɾa/
desbabara	/dezβaβaɾa/
desbabarais	/dezβaβaɾais/
desbabáramos	/dezβaˈβaɾamos/
desbabarán	/dezβaβaˈɾan/
desbabaran	/dezβaβaɾan/
desbabarás	/dezβaβaˈɾas/
desbabaras	/dezβaβaɾas/
desbabaré	/dezβaβaˈɾe/
desbabare	/dezβaβaɾe/
desbabaréis	/dezβaβaˈɾeis/
desbabareis	/dezβaβaɾeis/
desbabáremos	/dezβaˈβaɾemos/
desbabaremos	/dezβaβaɾemos/
desbabaren	/dezβaβaɾen/
desbabares	/dezβaβaɾes/
desbabaría	/dezβaβaˈɾia/
desbabaríais	/dezβaβaˈɾiais/
desbabaríamos	/dezβaβaˈɾiamos/
desbabarían	/dezβaβaˈɾian/
desbabarías	/dezβaβaˈɾias/
desbabarme	/dezβaβaɾme/
desbabarnos	/dezβaβaɾnos/
desbabaron	/dezβaβaɾon/
desbabaros	/dezβaβaɾos/
desbabarse	/dezβaβaɾse/
desbabarte	/dezβaβaɾte/
desbabas	/dezβaβas/
desbabase	/dezβaβase/
desbabaseis	/dezβaβaseis/
desbabásemos	/dezβaˈβasemos/
desbabasen	/dezβaβasen/
desbabases	/dezβaβases/
desbabaste	/dezβaβaste/
desbabasteis	/dezβaβasteis/
desbabé	/dezβaˈβe/
desbabe	/dezβaβe/
desbabéis	/dezβaˈβeis/
desbabemos	/dezβaβemos/
desbaben	/dezβaβen/
desbabes	/dezβaβes/
desbabó	/dezβaˈβo/
desbabo	/dezβaβo/
desbaga	/dezβaɣa/
desbagaba	/dezβaɣaβa/
desbagabais	/dezβaɣaβais/
desbagábamos	/dezβaˈɣaβamos/
desbagaban	/dezβaɣaβan/
desbagabas	/dezβaɣaβas/
desbagad	/dezβaɣað/
desbagada	/dezβaɣaða/
desbagadas	/dezβaɣaðas/
desbagado	/dezβaɣaðo/
desbagados	/dezβaɣaðos/
desbagáis	/dezβaˈɣais/
desbagamos	/dezβaɣamos/
desbagan	/dezβaɣan/
desbagando	/dezβaɣando/
desbagándola	/dezβaˈɣandola/
desbagándolas	/dezβaˈɣandolas/
desbagándole	/dezβaˈɣandole/
desbagándoles	/dezβaˈɣandoles/
desbagándolo	/dezβaˈɣandolo/
desbagándolos	/dezβaˈɣandolos/
desbagándome	/dezβaˈɣandome/
desbagándonos	/dezβaˈɣandonos/
desbagándoos	/dezβaˈɣandoos/
desbagándose	/dezβaˈɣandose/
desbagándote	/dezβaˈɣandote/
desbagar	/dezβaɣaɾ/
desbagará	/dezβaɣaˈɾa/
desbagara	/dezβaɣaɾa/
desbagarais	/dezβaɣaɾais/
desbagáramos	/dezβaˈɣaɾamos/
desbagarán	/dezβaɣaˈɾan/
desbagaran	/dezβaɣaɾan/
desbagarás	/dezβaɣaˈɾas/
desbagaras	/dezβaɣaɾas/
desbagaré	/dezβaɣaˈɾe/
desbagare	/dezβaɣaɾe/
desbagaréis	/dezβaɣaˈɾeis/
desbagareis	/dezβaɣaɾeis/
desbagáremos	/dezβaˈɣaɾemos/
desbagaremos	/dezβaɣaɾemos/
desbagaren	/dezβaɣaɾen/
desbagares	/dezβaɣaɾes/
desbagaría	/dezβaɣaˈɾia/
desbagaríais	/dezβaɣaˈɾiais/
desbagaríamos	/dezβaɣaˈɾiamos/
desbagarían	/dezβaɣaˈɾian/
desbagarías	/dezβaɣaˈɾias/
desbagarla	/dezβaɣaɾla/
desbagarlas	/dezβaɣaɾlas/
desbagarle	/dezβaɣaɾle/
desbagarles	/dezβaɣaɾles/
desbagarlo	/dezβaɣaɾlo/
desbagarlos	/dezβaɣaɾlos/
desbagarme	/dezβaɣaɾme/
desbagarnos	/dezβaɣaɾnos/
desbagaron	/dezβaɣaɾon/
desbagaros	/dezβaɣaɾos/
desbagarse	/dezβaɣaɾse/
desbagarte	/dezβaɣaɾte/
desbagas	/dezβaɣas/
desbagase	/dezβaɣase/
desbagaseis	/dezβaɣaseis/
desbagásemos	/dezβaˈɣasemos/
desbagasen	/dezβaɣasen/
desbagases	/dezβaɣases/
desbagaste	/dezβaɣaste/
desbagasteis	/dezβaɣasteis/
desbagó	/dezβaˈɣo/
desbago	/dezβaɣo/
desbagué	/dezβaˈɣe/
desbague	/dezβaɣe/
desbaguéis	/dezβaˈɣeis/
desbaguemos	/dezβaɣemos/
desbaguen	/dezβaɣen/
desbagues	/dezβaɣes/
desbanca	/dezβaŋka/
desbancaba	/dezβaŋkaβa/
desbancabais	/dezβaŋkaβais/
desbancábamos	/dezβaˈŋkaβamos/
desbancaban	/dezβaŋkaβan/
desbancabas	/dezβaŋkaβas/
desbancad	/dezβaŋkað/
desbancada	/dezβaŋkaða/
desbancadas	/dezβaŋkaðas/
desbancado	/dezβaŋkaðo/
desbancados	/dezβaŋkaðos/
desbancáis	/dezβaˈŋkais/
desbancamos	/dezβaŋkamos/
desbancan	/dezβaŋkan/
desbancando	/dezβaŋkando/
desbancándola	/dezβaˈŋkandola/
desbancándolas	/dezβaˈŋkandolas/
desbancándole	/dezβaˈŋkandole/
desbancándoles	/dezβaˈŋkandoles/
desbancándolo	/dezβaˈŋkandolo/
desbancándolos	/dezβaˈŋkandolos/
desbancar	/dezβaŋkaɾ/
desbancará	/dezβaŋkaˈɾa/
desbancara	/dezβaŋkaɾa/
desbancarais	/dezβaŋkaɾais/
desbancáramos	/dezβaˈŋkaɾamos/
desbancarán	/dezβaŋkaˈɾan/
desbancaran	/dezβaŋkaɾan/
desbancarás	/dezβaŋkaˈɾas/
desbancaras	/dezβaŋkaɾas/
desbancaré	/dezβaŋkaˈɾe/
desbancare	/dezβaŋkaɾe/
desbancaréis	/dezβaŋkaˈɾeis/
desbancareis	/dezβaŋkaɾeis/
desbancáremos	/dezβaˈŋkaɾemos/
desbancaremos	/dezβaŋkaɾemos/
desbancaren	/dezβaŋkaɾen/
desbancares	/dezβaŋkaɾes/
desbancaría	/dezβaŋkaˈɾia/
desbancaríais	/dezβaŋkaˈɾiais/
desbancaríamos	/dezβaŋkaˈɾiamos/
desbancarían	/dezβaŋkaˈɾian/
desbancarías	/dezβaŋkaˈɾias/
desbancarla	/dezβaŋkaɾla/
desbancarlas	/dezβaŋkaɾlas/
desbancarle	/dezβaŋkaɾle/
desbancarles	/dezβaŋkaɾles/
desbancarlo	/dezβaŋkaɾlo/
desbancarlos	/dezβaŋkaɾlos/
desbancaron	/dezβaŋkaɾon/
desbancas	/dezβaŋkas/
desbancase	/dezβaŋkase/
desbancaseis	/dezβaŋkaseis/
desbancásemos	/dezβaˈŋkasemos/
desbancasen	/dezβaŋkasen/
desbancases	/dezβaŋkases/
desbancaste	/dezβaŋkaste/
desbancasteis	/dezβaŋkasteis/
desbancó	/dezβaˈŋko/
desbanco	/dezβaŋko/
desbandada	/dezβandaða/
desbandadas	/dezβandaðas/
desbanqué	/dezβaˈŋke/
desbanque	/dezβaŋke/
desbanquéis	/dezβaˈŋkeis/
desbanquemos	/dezβaŋkemos/
desbanquen	/dezβaŋken/
desbanques	/dezβaŋkes/
desbañada	/dezβaɲaða/
desbañadas	/dezβaɲaðas/
desbañado	/dezβaɲaðo/
desbañados	/dezβaɲaðos/
desbarahusta	/dezβaɾausta/
desbarahustaba	/dezβaɾaustaβa/
desbarahustabais	/dezβaɾaustaβais/
desbarahustábamos	/dezβaɾauˈstaβamos/
desbarahustaban	/dezβaɾaustaβan/
desbarahustabas	/dezβaɾaustaβas/
desbarahustad	/dezβaɾaustað/
desbarahustada	/dezβaɾaustaða/
desbarahustadas	/dezβaɾaustaðas/
desbarahustado	/dezβaɾaustaðo/
desbarahustados	/dezβaɾaustaðos/
desbarahustáis	/dezβaɾauˈstais/
desbarahustamos	/dezβaɾaustamos/
desbarahustan	/dezβaɾaustan/
desbarahustando	/dezβaɾaustando/
desbarahustar	/dezβaɾaustaɾ/
desbarahustará	/dezβaɾaustaˈɾa/
desbarahustara	/dezβaɾaustaɾa/
desbarahustarais	/dezβaɾaustaɾais/
desbarahustáramos	/dezβaɾauˈstaɾamos/
desbarahustarán	/dezβaɾaustaˈɾan/
desbarahustaran	/dezβaɾaustaɾan/
desbarahustarás	/dezβaɾaustaˈɾas/
desbarahustaras	/dezβaɾaustaɾas/
desbarahustaré	/dezβaɾaustaˈɾe/
desbarahustare	/dezβaɾaustaɾe/
desbarahustaréis	/dezβaɾaustaˈɾeis/
desbarahustareis	/dezβaɾaustaɾeis/
desbarahustáremos	/dezβaɾauˈstaɾemos/
desbarahustaremos	/dezβaɾaustaɾemos/
desbarahustaren	/dezβaɾaustaɾen/
desbarahustares	/dezβaɾaustaɾes/
desbarahustaría	/dezβaɾaustaˈɾia/
desbarahustaríais	/dezβaɾaustaˈɾiais/
desbarahustaríamos	/dezβaɾaustaˈɾiamos/
desbarahustarían	/dezβaɾaustaˈɾian/
desbarahustarías	/dezβaɾaustaˈɾias/
desbarahustaron	/dezβaɾaustaɾon/
desbarahustas	/dezβaɾaustas/
desbarahustase	/dezβaɾaustase/
desbarahustaseis	/dezβaɾaustaseis/
desbarahustásemos	/dezβaɾauˈstasemos/
desbarahustasen	/dezβaɾaustasen/
desbarahustases	/dezβaɾaustases/
desbarahustaste	/dezβaɾaustaste/
desbarahustasteis	/dezβaɾaustasteis/
desbarahúste	/dezβaɾaˈuste/
desbarahusté	/dezβaɾauˈste/
desbarahuste	/dezβaɾauste/
desbarahustéis	/dezβaɾauˈsteis/
desbarahustemos	/dezβaɾaustemos/
desbarahusten	/dezβaɾausten/
desbarahústes	/dezβaɾaˈustes/
desbarahustes	/dezβaɾaustes/
desbarahustó	/dezβaɾauˈsto/
desbarahusto	/dezβaɾausto/
desbarajusta	/dezβaɾaxusta/
desbarajustaba	/dezβaɾaxustaβa/
desbarajustabais	/dezβaɾaxustaβais/
desbarajustábamos	/dezβaɾaxuˈstaβamos/
desbarajustaban	/dezβaɾaxustaβan/
desbarajustabas	/dezβaɾaxustaβas/
desbarajustad	/dezβaɾaxustað/
desbarajustada	/dezβaɾaxustaða/
desbarajustadas	/dezβaɾaxustaðas/
desbarajustado	/dezβaɾaxustaðo/
desbarajustados	/dezβaɾaxustaðos/
desbarajustáis	/dezβaɾaxuˈstais/
desbarajustamos	/dezβaɾaxustamos/
desbarajustan	/dezβaɾaxustan/
desbarajustando	/dezβaɾaxustando/
desbarajustar	/dezβaɾaxustaɾ/
desbarajustará	/dezβaɾaxustaˈɾa/
desbarajustara	/dezβaɾaxustaɾa/
desbarajustarais	/dezβaɾaxustaɾais/
desbarajustáramos	/dezβaɾaxuˈstaɾamos/
desbarajustarán	/dezβaɾaxustaˈɾan/
desbarajustaran	/dezβaɾaxustaɾan/
desbarajustarás	/dezβaɾaxustaˈɾas/
desbarajustaras	/dezβaɾaxustaɾas/
desbarajustaré	/dezβaɾaxustaˈɾe/
desbarajustare	/dezβaɾaxustaɾe/
desbarajustaréis	/dezβaɾaxustaˈɾeis/
desbarajustareis	/dezβaɾaxustaɾeis/
desbarajustáremos	/dezβaɾaxuˈstaɾemos/
desbarajustaremos	/dezβaɾaxustaɾemos/
desbarajustaren	/dezβaɾaxustaɾen/
desbarajustares	/dezβaɾaxustaɾes/
desbarajustaría	/dezβaɾaxustaˈɾia/
desbarajustaríais	/dezβaɾaxustaˈɾiais/
desbarajustaríamos	/dezβaɾaxustaˈɾiamos/
desbarajustarían	/dezβaɾaxustaˈɾian/
desbarajustarías	/dezβaɾaxustaˈɾias/
desbarajustaron	/dezβaɾaxustaɾon/
desbarajustas	/dezβaɾaxustas/
desbarajustase	/dezβaɾaxustase/
desbarajustaseis	/dezβaɾaxustaseis/
desbarajustásemos	/dezβaɾaxuˈstasemos/
desbarajustasen	/dezβaɾaxustasen/
desbarajustases	/dezβaɾaxustases/
desbarajustaste	/dezβaɾaxustaste/
desbarajustasteis	/dezβaɾaxustasteis/
desbarajusté	/dezβaɾaxuˈste/
desbarajuste	/dezβaɾaxuste/
desbarajustéis	/dezβaɾaxuˈsteis/
desbarajustemos	/dezβaɾaxustemos/
desbarajusten	/dezβaɾaxusten/
desbarajustes	/dezβaɾaxustes/
desbarajustó	/dezβaɾaxuˈsto/
desbarajusto	/dezβaɾaxusto/
desbarata	/dezβaɾata/
desbarataba	/dezβaɾataβa/
desbaratabais	/dezβaɾataβais/
desbaratábamos	/dezβaɾaˈtaβamos/
desbarataban	/dezβaɾataβan/
desbaratabas	/dezβaɾataβas/
desbaratad	/dezβaɾatað/
desbaratada	/dezβaɾataða/
desbaratadas	/dezβaɾataðas/
desbaratado	/dezβaɾataðo/
desbaratador	/dezβaɾataðoɾ/
desbaratadora	/dezβaɾataðoɾa/
desbaratadoras	/dezβaɾataðoɾas/
desbaratadores	/dezβaɾataðoɾes/
desbaratados	/dezβaɾataðos/
desbaratáis	/dezβaɾaˈtais/
desbaratamiento	/dezβaɾatamjento/
desbaratamientos	/dezβaɾatamjentos/
desbaratamos	/dezβaɾatamos/
desbaratan	/dezβaɾatan/
desbaratando	/dezβaɾatando/
desbaratar	/dezβaɾataɾ/
desbaratará	/dezβaɾataˈɾa/
desbaratara	/dezβaɾataɾa/
desbaratarais	/dezβaɾataɾais/
desbaratáramos	/dezβaɾaˈtaɾamos/
desbaratarán	/dezβaɾataˈɾan/
desbarataran	/dezβaɾataɾan/
desbaratarás	/dezβaɾataˈɾas/
desbarataras	/dezβaɾataɾas/
desbarataré	/dezβaɾataˈɾe/
desbaratare	/dezβaɾataɾe/
desbarataréis	/dezβaɾataˈɾeis/
desbaratareis	/dezβaɾataɾeis/
desbaratáremos	/dezβaɾaˈtaɾemos/
desbarataremos	/dezβaɾataɾemos/
desbarataren	/dezβaɾataɾen/
desbaratares	/dezβaɾataɾes/
desbarataría	/dezβaɾataˈɾia/
desbarataríais	/dezβaɾataˈɾiais/
desbarataríamos	/dezβaɾataˈɾiamos/
desbaratarían	/dezβaɾataˈɾian/
desbaratarías	/dezβaɾataˈɾias/
desbarataron	/dezβaɾataɾon/
desbaratas	/dezβaɾatas/
desbaratase	/dezβaɾatase/
desbarataseis	/dezβaɾataseis/
desbaratásemos	/dezβaɾaˈtasemos/
desbaratasen	/dezβaɾatasen/
desbaratases	/dezβaɾatases/
desbarataste	/dezβaɾataste/
